"ppt_id","bet_no","bet_time","old_bonus","total_amt_bet","win","new_bonus","average_odds","total_numbers_bet","no_tokens"
"P0805",48,"18:44:27",6.1,-0.8,0,5.3,1.03,18,8
"P0805",49,"18:45:31",5.3,-1.6,0,3.7,1.03,18,16
"P0805",50,"18:47:00",3.7,-2,4,5.7,1.03,18,20
"P0805",51,"18:48:46",5.7,-0.1,0.2,5.8,1.03,18,1
"P0805",52,"19:06:41",5.8,-0.1,0.2,5.9,1.03,18,1
"P0805",53,"19:08:33",5.9,-0.1,0.2,6,1.03,18,1
"P0652",1,"10:33:47",4,-1,3,6,2.03,12,5
"P0652",2,"10:34:01",6,-1,0,5,2.03,12,5
"P0652",3,"10:34:13",5,-1,3,7,2.03,12,5
"P0652",4,"10:34:30",7,-1.5,0,5.5,2.03,12,3
"P0652",5,"10:34:43",5.5,-1,0,4.5,2.03,12,2
"P0368",1,"10:36:12",4,-1,2,5,1.03,18,1
"P0368",2,"10:36:38",5,-1,2,6,1.03,18,1
"P0966",1,"10:36:40",4,-0.6,0,3.4,11.03,3,3
"P0368",3,"10:37:01",6,-0.5,0,5.5,1.03,18,1
"P0966",2,"10:37:05",3.4,-0.6,0,2.8,5.03,9,3
"P0966",3,"10:37:35",2.8,-0.8,0.6,2.6,2.59,21,4
"P0966",4,"10:38:01",2.6,-0.6,0.6,2.6,4.36,17,3
"P0966",5,"10:38:29",2.6,-0.6,0.6,2.6,4.36,17,3
"P0966",6,"10:38:46",2.6,-0.6,1.8,3.8,4.36,17,3
"P0966",7,"10:39:08",3.8,-0.6,0.6,3.8,4.36,17,3
"P0966",8,"10:39:24",3.8,-0.6,0,3.2,4.36,17,3
"P0426",1,"10:39:50",4,-0.2,0.4,4.2,1.03,18,1
"P0966",9,"10:39:51",3.2,-0.6,0,2.6,4.36,17,3
"P0966",10,"10:40:07",2.6,-0.6,0.6,2.6,4.36,17,3
"P0426",2,"10:40:07",4.2,-0.2,0,4,1.03,18,1
"P0426",3,"10:40:18",4,-0.2,0,3.8,1.03,18,1
"P0966",11,"10:40:24",2.6,-0.6,1.8,3.8,4.36,17,3
"P0426",4,"10:40:41",3.8,-0.2,0.4,4,1.03,18,1
"P0084",1,"10:40:41",4,-0.4,0,3.6,1.03,18,4
"P0966",12,"10:40:43",3.8,-0.8,1.8,4.8,2.59,21,4
"P0426",5,"10:40:55",4,-0.2,0,3.8,2.03,12,1
"P0966",13,"10:41:07",4.8,-0.8,1.8,5.8,2.59,21,4
"P0426",6,"10:41:08",3.8,-0.2,0,3.6,1.03,18,1
"P0426",7,"10:41:21",3.6,-0.2,0,3.4,1.03,18,1
"P0966",14,"10:41:31",5.8,-0.8,1.8,6.8,2.59,21,4
"P0426",8,"10:41:33",3.4,-0.5,1,3.9,1.03,18,1
"P0426",9,"10:41:47",3.9,-0.2,0.4,4.1,1.03,18,1
"P0966",15,"10:41:49",6.8,-0.8,0,6,2.59,21,4
"P0426",10,"10:41:59",4.1,-0.1,0.2,4.2,1.03,18,1
"P1105",1,"10:42:05",4,-1,0,3,1.03,18,1
"P1161",1,"10:42:07",4,-0.5,0,3.5,2.03,12,1
"P0426",11,"10:42:10",4.2,-0.2,0.4,4.4,1.03,18,1
"P0426",12,"10:42:21",4.4,-0.2,0,4.2,1.03,18,1
"P1161",2,"10:42:22",3.5,-0.5,0,3,2.03,12,1
"P0426",13,"10:42:32",4.2,-0.2,0.4,4.4,1.03,18,1
"P1161",3,"10:42:38",3,-0.5,1.5,4,2.03,12,1
"P0426",14,"10:42:42",4.4,-0.2,0,4.2,1.03,18,1
"P0426",15,"10:42:54",4.2,-0.2,0.4,4.4,1.03,18,1
"P0331",1,"10:42:56",4,-0.1,0,3.9,35.03,1,1
"P0426",16,"10:43:04",4.4,-0.2,0,4.2,1.03,18,1
"P1161",4,"10:43:07",4,-1.5,2,4.5,0.69,24,2
"P0426",17,"10:43:15",4.2,-0.2,0.4,4.4,1.03,18,1
"P0426",18,"10:43:25",4.4,-0.2,0,4.2,1.03,18,1
"P1161",5,"10:43:26",4.5,-1,3,6.5,2.03,12,1
"P0426",19,"10:43:38",4.2,-0.2,0,4,1.03,18,1
"P0426",20,"10:43:49",4,-0.5,1,4.5,1.03,18,1
"P0331",2,"10:43:58",3.9,-1.5,0,2.4,1.51,15,15
"P0426",21,"10:44:00",4.5,-0.2,0,4.3,1.03,18,1
"P0426",22,"10:44:10",4.3,-0.2,0.4,4.5,1.03,18,1
"P0426",23,"10:44:21",4.5,-0.2,0,4.3,1.03,18,1
"P0426",24,"10:44:32",4.3,-0.5,1,4.8,1.03,18,1
"P0426",25,"10:44:43",4.8,-0.5,1,5.3,1.03,18,1
"P0070",1,"10:44:43",4,-0.5,0,3.5,1.03,18,1
"P0426",26,"10:44:54",5.3,-0.2,0,5.1,1.03,18,1
"P0331",3,"10:45:02",2.4,-2,0,0.4,9.15,4,4
"P0426",27,"10:45:10",5.1,-0.2,0,4.9,1.03,18,1
"P0426",28,"10:45:21",4.9,-0.5,1,5.4,1.03,18,1
"P0426",29,"10:45:32",5.4,-0.5,0,4.9,1.03,18,1
"P0426",30,"10:45:43",4.9,-0.5,0,4.4,1.03,18,1
"P0426",31,"10:45:55",4.4,-1,0,3.4,1.03,18,1
"P0331",4,"10:46:05",0.4,-0.4,0,0,8.03,4,4
"P0426",32,"10:46:06",3.4,-1,2,4.4,1.03,18,1
"P0426",33,"10:46:18",4.4,-0.2,0,4.2,1.03,18,1
"P0426",34,"10:46:29",4.2,-0.2,0,4,1.03,18,1
"P0426",35,"10:46:40",4,-1,2,5,1.03,18,1
"P0426",36,"10:46:50",5,-0.5,0,4.5,1.03,18,1
"P0426",37,"10:47:01",4.5,-0.5,0,4,1.03,18,1
"P0426",38,"10:47:11",4,-1,2,5,1.03,18,1
"P0426",39,"10:47:23",5,-1,0,4,1.03,18,1
"P0629",1,"10:48:11",4,-2,0,2,1.03,18,2
"P0968",1,"10:50:36",4,-0.5,0,3.5,1.03,18,5
"P0070",2,"10:51:13",3.5,-0.5,0,3,1.03,18,1
"P0498",1,"10:52:59",4,-1,2,5,1.03,18,10
"P0498",2,"10:53:16",5,-1,0,4,1.03,18,10
"P0498",3,"10:53:30",4,-1,3,6,2.03,12,10
"P0498",4,"10:53:43",6,-1,0,5,1.03,18,10
"P0970",1,"10:53:50",4,-0.1,0.2,4.1,1.03,18,1
"P0761",1,"10:53:52",4,-1,2,5,1.03,18,10
"P0498",5,"10:53:57",5,-1,0,4,1.03,18,10
"P0781",1,"10:54:03",4,-0.2,0.4,4.2,1.03,18,1
"P0498",6,"10:54:11",4,-0.5,1.5,5,2.03,12,5
"P0781",2,"10:54:20",4.2,-0.1,0.2,4.3,1.03,18,1
"P0498",7,"10:54:23",5,-0.5,0,4.5,1.03,18,5
"P0498",8,"10:54:34",4.5,-0.5,0,4,1.03,18,5
"P0498",9,"10:54:50",4,-1,0,3,2.03,12,10
"P0143",1,"10:54:51",4,-1.4,0.4,3,4.32,36,4
"P0498",10,"10:55:03",3,-1,0,2,2.03,12,10
"P0611",1,"10:55:06",4,-1,2,5,1.03,18,1
"P0781",3,"10:55:06",4.3,-0.1,0.2,4.4,1.03,18,1
"P0207",1,"10:55:11",4,-2,2,4,0.67,36,11
"P0498",11,"10:55:17",2,-1,0,1,2.03,12,10
"P0761",2,"10:55:25",5,-0.5,0,4.5,6.23,5,5
"P0498",12,"10:55:29",1,-1,3,3,2.03,12,10
"P0143",2,"10:55:58",3,-1.1,2,3.9,0.87,24,2
"P0611",2,"10:56:11",5,-0.5,0,4.5,1.03,18,1
"P0498",13,"10:56:11",3,-2,3,4,0.42,31,20
"P0207",2,"10:56:15",4,-2,1.5,3.5,0.32,34,4
"P0227",1,"10:56:56",4,-1,2,5,1.03,18,1
"P0227",2,"10:57:07",5,-1,2,6,1.03,18,1
"P0611",3,"10:57:15",4.5,-0.5,1,5,1.03,18,1
"P0227",3,"10:57:21",6,-1,2,7,1.03,18,1
"P0526",1,"10:57:08",4,-2,0,2,0.47,28,2
"P0207",3,"10:57:48",3.5,-2,2.5,4,1.07,36,8
"P0526",2,"10:57:21",2,-2,2,2,0.47,28,2
"P0526",3,"10:57:42",2,-2,0,0,0.47,28,2
"P1053",1,"10:58:31",4,-2,0,2,0.78,24,2
"P0593",1,"10:58:45",4,-0.6,1.4,4.8,0.5,31,3
"P0421",1,"10:58:54",4,-1,1,4,0.47,28,2
"P1053",2,"10:58:57",2,-2,2,2,0.78,24,2
"P0593",2,"10:59:03",4.8,-0.6,1.4,5.6,0.47,30,3
"P1053",3,"10:59:09",2,-2,2,2,0.78,24,2
"P0421",2,"10:59:18",4,-1,0,3,0.47,28,2
"P0593",3,"10:59:20",5.6,-0.6,0.6,5.6,0.45,32,3
"P1053",4,"10:59:28",2,-2,3,3,0.78,24,2
"P0421",3,"10:59:35",3,-1,2,4,0.58,26,2
"P0593",4,"10:59:39",5.6,-0.6,0.4,5.4,0.25,33,3
"P0004",1,"10:59:41",4,-2,0,2,1.03,18,2
"P1053",5,"10:59:44",3,-1,2,4,1.03,18,1
"P0593",5,"10:59:52",5.4,-0.4,0.4,5.4,0.78,24,2
"P0201",1,"10:59:59",4,-2,0,2,35.03,1,2
"P0593",6,"11:00:06",5.4,-0.6,0,4.8,0.5,31,3
"P0593",7,"11:00:21",4.8,-0.6,0.4,4.6,0.45,31,3
"P0593",8,"11:00:33",4.6,-0.6,0.4,4.4,0.45,32,3
"P0058",1,"11:00:37",4,-2,0,2,1.03,18,20
"P0709",1,"11:00:38",4,-1,2,5,1.03,18,1
"P0004",2,"11:00:44",2,-2,4,4,1.03,18,2
"P0593",9,"11:00:47",4.4,-0.6,0.8,4.6,0.47,30,3
"P0593",10,"11:00:59",4.6,-0.6,0.6,4.6,0.25,33,3
"P0593",11,"11:01:14",4.6,-0.6,0.4,4.4,0.45,31,3
"P0593",12,"11:01:25",4.4,-0.6,0.8,4.6,0.5,28,3
"P0645",1,"11:01:30",4,-0.6,0,3.4,11.03,3,3
"P0593",13,"11:01:39",4.6,-0.6,0.4,4.4,0.45,32,3
"P0709",2,"11:01:40",5,-1,0,4,1.03,18,1
"P0645",2,"11:01:50",3.4,-0.4,0,3,17.03,2,2
"P0058",2,"11:01:56",2,-2,0,0,1.03,18,20
"P0488",1,"11:01:57",4,-1,0,3,2.03,12,1
"P0593",14,"11:02:09",4.4,-0.5,0.2,4.1,0.42,31,3
"P0412",1,"11:02:13",4,-0.5,0,3.5,1.03,18,5
"P0379",1,"11:00:53",4,-1,1,4,0.03,36,2
"P0593",15,"11:02:29",4.1,-0.6,0,3.5,0.45,32,3
"P0593",16,"11:02:42",3.5,-0.8,0.8,3.5,0.2,33,4
"P0593",17,"11:02:54",3.5,-0.6,0.4,3.3,0.5,28,3
"P0593",18,"11:03:06",3.3,-0.6,1,3.7,0.69,27,3
"P0074",1,"11:03:22",4,-1,0,3,1.03,18,2
"P0074",2,"11:03:35",3,-0.5,1,3.5,1.03,18,1
"P0689",1,"11:03:43",4,-2,4,6,0.58,26,20
"P0074",3,"11:03:47",3.5,-0.5,0,3,1.03,18,1
"P0833",1,"11:03:57",4,-0.5,0,3.5,1.03,18,1
"P0074",4,"11:03:59",3,-0.5,0,2.5,1.03,18,1
"P0689",2,"11:04:03",6,-2,4,8,0.58,26,20
"P0379",2,"11:02:38",4,-1,1.5,4.5,0.78,24,2
"P0074",5,"11:04:12",2.5,-0.5,0,2,1.03,18,1
"P0590",1,"11:04:39",4,-0.5,0,3.5,1.03,18,1
"P0102",1,"11:04:49",4,-0.5,1,4.5,1.03,18,1
"P0102",2,"11:05:02",4.5,-0.5,0,4,1.03,18,1
"P0833",2,"11:05:08",3.5,-1,2,4.5,1.03,18,1
"P0735",1,"11:05:09",4,-0.1,0.2,4.1,1.03,18,1
"P0102",3,"11:05:20",4,-0.5,0,3.5,2.03,12,1
"P0102",4,"11:05:33",3.5,-0.5,1.5,4.5,2.03,12,1
"P0590",2,"11:05:43",3.5,-1,0,2.5,1.03,18,2
"P0102",5,"11:05:45",4.5,-0.5,1,5,1.03,18,1
"P1100",1,"11:05:55",4,-0.6,0,3.4,0.5,31,3
"P1064",1,"11:06:02",4,-0.5,0,3.5,1.03,18,1
"P1100",2,"11:06:22",3.4,-0.4,0.6,3.6,8.78,13,2
"P0060",1,"11:06:28",4,-0.8,1.8,5,1.84,14,8
"P1100",3,"11:06:42",3.6,-0.6,0.4,3.4,3.8,25,3
"P1100",4,"11:06:58",3.4,-0.4,0.4,3.4,0.78,24,2
"P0590",3,"11:06:53",2.5,-2,4,4.5,1.03,18,2
"P1095",1,"11:06:58",4,-1,0,3,0.53,24,2
"P0241",1,"11:06:57",4,-1.8,0.9,3.1,0.96,26,9
"P1146",1,"11:07:11",4,-1.5,1.8,4.3,0.58,26,6
"P0982",1,"14:07:13",4,-1,1.5,4.5,0.53,24,2
"P1064",2,"11:07:26",3.5,-0.4,0,3.1,0.47,28,2
"P0379",3,"11:06:00",4.5,-1,2,5.5,0.58,26,2
"P0981",1,"11:07:48",4,-0.1,0,3.9,1.03,18,1
"P1095",2,"11:08:13",3,-1,0,2,0.53,24,2
"P0510",1,"11:08:14",4,-0.5,1,4.5,1.03,18,1
"P1146",2,"11:08:23",4.3,-1.5,1.8,4.6,0.49,28,6
"P0510",2,"11:08:25",4.5,-0.5,0,4,1.03,18,1
"P0510",3,"11:08:37",4,-2,0,2,1.03,18,2
"P1064",3,"11:08:43",3.1,-0.6,1.2,3.7,1.03,18,3
"P0969",1,"11:08:47",4,-1.5,1,3.5,1.2,24,11
"P0510",4,"11:08:47",2,-2,0,0,1.03,18,2
"P0712",1,"11:08:45",4,-0.1,0,3.9,2.03,12,1
"P0131",1,"11:08:41",4,-0.1,0.2,4.1,1.03,18,1
"P0981",2,"11:08:55",3.9,-0.1,0.2,4,1.03,18,1
"P0379",4,"11:07:26",5.5,-1,1,5.5,0.53,27,2
"P0712",2,"11:08:56",3.9,-0.1,0,3.8,2.03,12,1
"P0270",1,"11:09:07",4,-0.2,0.4,4.2,1.03,18,1
"P0712",3,"11:09:07",3.8,-0.1,0.3,4,2.03,12,1
"P0131",2,"11:09:01",4.1,-0.1,0,4,1.03,18,1
"P0969",2,"11:09:25",3.5,-1.5,3.6,5.6,1.43,15,15
"P0270",2,"11:09:25",4.2,-0.4,0.8,4.6,1.03,18,2
"P1146",3,"11:09:28",4.6,-1.5,1.8,4.9,0.58,26,6
"P0131",3,"11:09:24",4,-0.1,0,3.9,1.03,18,1
"P0270",3,"11:09:36",4.6,-0.2,0,4.4,1.03,18,1
"P1095",3,"11:09:49",2,-1,0,1,0.53,24,2
"P0270",4,"11:09:49",4.4,-0.5,0,3.9,1.03,18,1
"P0131",4,"11:09:40",3.9,-0.4,0,3.5,1.03,18,4
"P0969",3,"11:09:55",5.6,-1.6,3.6,7.6,1.28,16,16
"P1064",4,"11:10:00",3.7,-1,0,2.7,1.03,18,5
"P0270",5,"11:10:02",3.9,-0.5,1,4.4,1.03,18,1
"P0981",3,"11:10:03",4,-0.2,0.4,4.2,1.03,18,1
"P0131",5,"11:09:55",3.5,-1,0,2.5,1.03,18,10
"P0131",6,"11:10:09",2.5,-0.2,0,2.3,1.03,18,2
"P0270",6,"11:10:22",4.4,-0.4,1,5,0.78,24,2
"P0120",1,"11:10:29",4,-2,2,4,0.03,36,2
"P0969",4,"11:10:34",7.6,-1.6,0,6,1.28,16,16
"P1146",4,"11:10:32",4.9,-0.5,0,4.4,1.03,18,1
"P0499",1,"11:10:31",4,-0.1,0,3.9,2.03,12,1
"P0131",7,"11:10:25",2.3,-1.3,0,1,2.03,12,13
"P0903",1,"11:10:36",4,-0.5,0,3.5,6.23,5,5
"P0270",7,"11:10:39",5,-1,2,6,1.03,18,1
"P0379",5,"11:09:09",5.5,-1,1.5,6,1.03,20,2
"P0120",2,"11:10:42",4,-2,0,2,1.03,18,2
"P1095",4,"11:10:52",1,-1,1.5,1.5,0.53,24,2
"P0131",8,"11:10:42",1,-1,0,0,2.03,12,10
"P0499",2,"11:10:53",3.9,-0.4,0,3.5,2.96,13,4
"P0120",3,"11:10:55",2,-2,0,0,1.03,18,2
"P0499",3,"11:11:08",3.5,-1,2,4.5,1.03,18,10
"P0981",4,"11:11:10",4.2,-0.2,0.4,4.4,1.03,18,1
"P0270",8,"11:11:17",6,-1,0,5,0.78,24,2
"P1003",1,"11:11:18",4,-0.5,0,3.5,1.03,18,1
"P0499",4,"11:11:23",4.5,-0.5,0,4,1.03,18,5
"P1064",5,"11:11:32",2.7,-1,2,3.7,1.03,18,1
"P0270",9,"11:11:40",5,-0.3,0.2,4.9,4.92,24,3
"P0903",2,"11:11:39",3.5,-1.4,0,2.1,2.52,14,14
"P1095",5,"11:11:55",1.5,-1,0,0.5,0.53,24,2
"P0244",1,"11:11:57",4,-2,2,4,0.03,36,2
"P0499",5,"11:11:52",4,-1.5,0,2.5,1.03,18,7
"P0379",6,"11:10:27",6,-1,3,8,1.03,20,2
"P0270",10,"11:12:16",4.9,-0.5,0,4.4,1.03,18,1
"P0270",11,"11:12:28",4.4,-1,2,5.4,1.03,18,2
"P1003",2,"11:12:37",3.5,-0.5,1,4,1.03,18,1
"P0270",12,"11:12:43",5.4,-0.5,1,5.9,1.03,18,1
"P0903",3,"11:12:42",2.1,-2,9,9.1,1.32,26,20
"P0270",13,"11:12:55",5.9,-1,0,4.9,1.03,18,2
"P0270",14,"11:13:07",4.9,-0.5,1,5.4,1.03,18,1
"P0547",1,"11:13:13",4,-0.1,0.2,4.1,1.03,18,1
"P1064",6,"11:13:14",3.7,-0.6,0,3.1,1.03,18,3
"P0244",2,"11:13:27",4,-2,2,4,0.03,36,2
"P0547",2,"11:13:29",4.1,-0.1,0,4,1.03,18,1
"P0270",15,"11:13:33",5.4,-0.4,0,5,1.03,18,2
"P0270",16,"11:13:45",5,-0.4,0.8,5.4,1.03,18,2
"P1095",6,"11:13:48",0.5,-0.4,0,0.1,0.53,24,2
"P0547",3,"11:13:44",4,-0.1,0.2,4.1,1.03,18,1
"P0379",7,"11:12:17",8,-2,0,6,0.78,24,4
"P0270",17,"11:13:56",5.4,-0.2,0,5.2,1.03,18,1
"P0547",4,"11:13:59",4.1,-0.1,0.2,4.2,1.03,18,1
"P0270",18,"11:14:08",5.2,-0.4,0.8,5.6,1.03,18,2
"P0903",4,"11:14:09",9.1,-2,0,7.1,1.97,16,20
"P0547",5,"11:14:14",4.2,-0.1,0.2,4.3,1.03,18,1
"P0173",1,"11:14:18",4,-1,0,3,1.03,18,1
"P0270",19,"11:14:21",5.6,-0.2,0.4,5.8,1.03,18,1
"P0547",6,"11:14:33",4.3,-0.1,0,4.2,1.03,18,1
"P0270",20,"11:14:37",5.8,-0.5,1,6.3,1.03,18,1
"P0173",2,"11:14:40",3,-1,2,4,1.03,18,1
"P1064",7,"11:14:45",3.1,-2,0,1.1,1.03,18,2
"P0547",7,"11:14:56",4.2,-0.2,0.4,4.4,1.03,18,1
"P0270",21,"11:15:08",6.3,-0.3,0,6,1.03,18,2
"P0903",5,"11:15:14",7.1,-2,1.8,6.9,3.03,11,20
"P0547",8,"11:15:15",4.4,-0.1,0,4.3,1.03,18,1
"P0379",8,"11:13:44",6,-1,1,6,0.03,36,2
"P0270",22,"11:15:20",6,-0.5,0,5.5,1.03,18,1
"P0547",9,"11:15:31",4.3,-0.2,0,4.1,1.03,18,1
"P1095",7,"11:15:35",0.1,-0.1,0,0,1.03,18,1
"P0270",23,"11:15:33",5.5,-2,4,7.5,1.03,18,2
"P0547",10,"11:15:46",4.1,-0.4,0.8,4.5,1.03,18,2
"P0547",11,"11:16:01",4.5,-0.1,0,4.4,1.03,18,1
"P0270",24,"11:16:08",7.5,-0.5,0,7,1.03,18,1
"P0547",12,"11:16:14",4.4,-0.2,0.4,4.6,1.03,18,1
"P0379",9,"11:14:49",6,-1,1,6,0.78,24,2
"P0270",25,"11:16:25",7,-2,4,9,1.03,18,2
"P0903",6,"11:16:26",6.9,-2,0,4.9,1.92,22,20
"P0547",13,"11:16:28",4.6,-0.1,0.2,4.7,1.03,18,1
"P0270",26,"11:16:45",9,-0.4,0,8.6,0.78,24,2
"P0547",14,"11:16:44",4.7,-0.1,0.2,4.8,1.03,18,1
"P0270",27,"11:16:59",8.6,-0.2,0.4,8.8,1.03,18,1
"P0728",1,"11:16:59",4,-0.5,0,3.5,1.03,18,1
"P0547",15,"11:16:59",4.8,-0.1,0,4.7,1.03,18,1
"P0547",16,"11:17:18",4.7,-0.2,0,4.5,1.03,18,1
"P0903",7,"11:17:29",4.9,-2,1.8,4.7,3.46,13,20
"P0243",1,"11:17:28",4,-1,2,5,1.03,18,1
"P0547",17,"11:17:34",4.5,-0.4,0,4.1,1.03,18,2
"P0547",18,"11:17:50",4.1,-0.5,0,3.6,1.03,18,1
"P0728",2,"11:18:15",3.5,-1,0,2.5,1.03,18,1
"P0903",8,"11:18:31",4.7,-1.5,0,3.2,4.27,12,15
"P0547",19,"11:18:32",3.6,-1.4,0,2.2,1.03,18,4
"P0547",20,"11:18:58",2.2,-2,0,0.2,1.03,18,2
"P0547",21,"11:19:16",0.2,-0.2,0,0,1.03,18,1
"P0465",1,"11:19:22",4,-0.1,0.2,4.1,1.03,18,1
"P0728",3,"11:19:25",2.5,-2,4,4.5,1.03,18,2
"P0903",9,"11:19:39",3.2,-1.5,0.9,2.6,2.31,20,15
"P0465",2,"11:20:26",4.1,-0.2,0,3.9,1.03,18,2
"P0728",4,"11:20:31",4.5,-0.2,0,4.3,2.03,12,1
"P0903",10,"11:20:43",2.6,-1.8,1.8,2.6,2.69,16,18
"P0379",10,"11:19:51",6,-1,1,6,0.03,36,2
"P0465",3,"11:21:32",3.9,-0.3,0,3.6,0.34,32,3
"P0728",5,"11:21:41",4.3,-0.4,0,3.9,2.03,12,2
"P0903",11,"11:21:45",2.6,-1.9,0.2,0.9,2.35,24,19
"P0465",4,"11:22:39",3.6,-0.4,0.6,3.8,0.37,32,4
"P0728",6,"11:22:53",3.9,-1.2,2,4.7,0.78,24,2
"P0903",12,"11:23:15",0.9,-0.9,0,0,3.47,9,9
"P0379",11,"11:22:15",6,-1,0,5,1.03,20,2
"P0465",5,"11:24:08",3.8,-0.3,0.6,4.1,1.03,18,3
"P0728",7,"11:24:13",4.7,-0.5,1,5.2,1.03,18,1
"P0379",12,"11:23:48",5,-1,1,5,0.03,36,2
"P0728",8,"11:25:25",5.2,-0.9,1.4,5.7,0.51,30,3
"P0465",6,"11:25:58",4.1,-2,0,2.1,1.03,18,2
"P0728",9,"11:26:29",5.7,-0.9,0.4,5.2,0.54,30,3
"P0379",13,"11:25:10",5,-1,1,5,0.03,36,2
"P0465",7,"11:27:30",2.1,-0.1,0,2,1.03,18,1
"P0728",10,"11:27:32",5.2,-1.5,3,6.7,0.63,26,2
"P0379",14,"11:26:14",5,-1,2,6,0.58,26,2
"P0728",11,"11:28:36",6.7,-1.2,1,6.5,0.44,30,3
"P0379",15,"11:27:57",6,-1,1,6,0.03,36,2
"P0728",12,"11:29:45",6.5,-1,0,5.5,1.03,18,1
"P0379",16,"11:29:12",6,-1.5,0,4.5,0.57,28,3
"P0728",13,"11:30:52",5.5,-2,4,7.5,1.03,18,2
"P0379",17,"11:30:20",4.5,-0.2,0.2,4.5,0.03,36,2
"P0728",14,"11:31:57",7.5,-0.9,1,7.6,0.59,28,3
"P0379",18,"11:31:22",4.5,-1,0,3.5,0.78,24,2
"P0728",15,"11:33:13",7.6,-2,1.4,7,0.47,30,6
"P0379",19,"11:32:35",3.5,-0.2,0.2,3.5,0.03,36,2
"P0728",16,"11:34:30",7,-1.4,0,5.6,0.84,22,3
"P0379",20,"11:33:42",3.5,-2,0,1.5,2.03,12,2
"P0728",17,"11:35:44",5.6,-2,4,7.6,1.03,18,2
"P0728",18,"11:36:51",7.6,-1.2,1,7.4,0.57,27,4
"P0201",2,"11:42:40",2,-2,0,0,17.03,2,2
"P0311",1,"11:47:16",4,-1,2,5,0.47,28,2
"P0470",1,"11:49:42",4,-0.4,0.4,4,0.35,34,4
"P0470",2,"11:50:07",4,-0.4,0.6,4.2,0.35,34,4
"P0470",3,"11:50:25",4.2,-0.4,0,3.8,0.36,33,4
"P0470",4,"11:50:38",3.8,-0.4,0.4,3.8,0.36,33,4
"P0470",5,"11:50:54",3.8,-0.4,0.3,3.7,0.36,33,4
"P0470",6,"11:51:09",3.7,-0.4,0.5,3.8,0.36,33,4
"P0470",7,"11:51:23",3.8,-0.4,0,3.4,0.36,33,4
"P0470",8,"11:51:38",3.4,-0.4,0.4,3.4,0.36,33,4
"P0470",9,"11:51:54",3.4,-0.3,0.6,3.7,0.51,30,3
"P0470",10,"11:52:10",3.7,-0.3,0.5,3.9,0.58,28,3
"P0470",11,"11:52:24",3.9,-0.3,0.2,3.8,0.51,30,3
"P0470",12,"11:52:38",3.8,-0.3,0.3,3.8,0.51,30,3
"P0470",13,"11:52:50",3.8,-0.3,0.5,4,0.51,30,3
"P0470",14,"11:53:03",4,-0.3,0.2,3.9,0.51,30,3
"P0470",15,"11:53:16",3.9,-0.3,0.3,3.9,0.51,30,3
"P0470",16,"11:53:32",3.9,-0.3,0.3,3.9,0.51,30,3
"P0470",17,"11:53:45",3.9,-0.3,0.3,3.9,0.51,30,3
"P0470",18,"11:53:57",3.9,-0.1,0.3,4.1,2.03,12,1
"P0470",19,"11:54:11",4.1,-0.1,0,4,2.03,12,1
"P0470",20,"11:54:22",4,-0.1,0,3.9,2.03,12,1
"P0470",21,"11:54:32",3.9,-0.1,0.3,4.1,2.03,12,1
"P0470",22,"11:54:44",4.1,-0.1,0.3,4.3,2.03,12,1
"P0470",23,"11:55:07",4.3,-0.1,0.3,4.5,2.03,12,1
"P0470",24,"11:55:18",4.5,-0.1,0.3,4.7,2.03,12,1
"P0470",25,"11:55:31",4.7,-0.2,0,4.5,2.03,12,1
"P0470",26,"11:55:43",4.5,-0.2,0,4.3,2.03,12,1
"P0470",27,"11:55:54",4.3,-0.2,0.6,4.7,2.03,12,1
"P0470",28,"11:56:05",4.7,-0.2,0.6,5.1,2.03,12,1
"P0470",29,"11:56:17",5.1,-0.5,0,4.6,1.03,18,1
"P0470",30,"11:56:29",4.6,-0.5,1,5.1,1.03,18,1
"P0470",31,"11:56:39",5.1,-0.5,1,5.6,1.03,18,1
"P0414",1,"12:15:27",4,-1,0,3,2.03,12,2
"P0414",2,"12:15:43",3,-0.5,1,3.5,1.03,18,1
"P0414",3,"12:15:55",3.5,-0.5,0,3,1.03,18,1
"P0164",1,"12:15:58",4,-0.5,1,4.5,1.03,18,5
"P0414",4,"12:16:05",3,-0.5,1,3.5,1.03,18,1
"P0414",5,"12:16:16",3.5,-0.5,1,4,1.03,18,1
"P0849",1,"12:16:20",4,-1,2,5,1.03,18,2
"P0849",2,"12:16:40",5,-0.5,0,4.5,1.03,18,1
"P0414",6,"12:16:42",4,-0.1,0.2,4.1,1.03,18,1
"P0849",3,"12:16:52",4.5,-0.5,0,4,2.03,12,1
"P0414",7,"12:16:53",4.1,-0.1,0.2,4.2,1.03,18,1
"P0849",4,"12:17:07",4,-0.2,0.6,4.4,2.03,12,1
"P0414",8,"12:17:07",4.2,-0.2,0.4,4.4,1.03,18,1
"P0784",1,"12:17:12",4,-0.5,0,3.5,1.03,18,5
"P0849",5,"12:17:19",4.4,-0.2,0,4.2,2.03,12,1
"P0205",1,"12:17:20",4,-1,0,3,1.03,18,1
"P0414",9,"12:17:23",4.4,-0.2,0.4,4.6,1.03,18,1
"P0849",6,"12:17:30",4.2,-1,0,3.2,1.03,18,1
"P0205",2,"12:17:34",3,-1,2,4,1.03,18,1
"P0904",1,"12:17:38",4,-0.2,0,3.8,1.03,18,1
