"ppt_id","bet_no","bet_time","old_bonus","total_amt_bet","win","new_bonus","average_odds","total_numbers_bet","no_tokens"
"P1013",3,"14:57:55",3.5,-1.2,0.6,2.9,0.15,36,3
"P0041",2,"14:57:53",3.5,-0.5,1,4,1.03,18,1
"P0569",2,"14:58:00",6,-2,0,4,1.03,18,2
"P0439",4,"14:58:07",3,-1,1,3,0.03,36,2
"P0856",2,"14:58:11",3.5,-0.5,0,3,35.03,1,1
"P0769",1,"14:58:13",4,-2,0,2,2.63,10,10
"P0439",5,"14:58:20",3,-1,1,3,0.03,36,2
"P0856",3,"14:58:23",3,-0.5,1,3.5,1.03,18,1
"P0439",6,"14:58:33",3,-0.2,0,2.8,2.03,12,1
"P0856",4,"14:58:36",3.5,-0.5,1,4,1.03,18,1
"P1177",9,"14:58:45",1.2,-1.1,1.5,1.6,0.21,36,4
"P0769",2,"14:58:45",2,-2,0,0,2.63,10,10
"P0206",4,"14:53:51",3.5,-1.5,10.5,12.5,3.36,21,15
"P0439",7,"14:58:48",2.8,-0.2,0,2.6,1.03,18,1
"P1013",4,"14:58:58",2.9,-2,5,5.9,0.78,24,2
"P0439",8,"14:59:01",2.6,-0.2,0.4,2.8,1.03,18,1
"P0439",9,"14:59:16",2.8,-0.2,0.4,3,1.03,18,1
"P0439",10,"14:59:29",3,-0.2,0,2.8,1.03,18,1
"P0041",3,"14:59:39",4,-0.5,1,4.5,1.03,18,1
"P1177",10,"14:59:47",1.6,-1.1,0.4,0.9,0.41,30,4
"P0439",11,"14:59:45",2.8,-0.5,0,2.3,1.03,18,1
"P0206",5,"14:54:53",12.5,-1.5,0,11,3.12,21,15
"P0449",1,"14:59:49",4,-0.4,0.8,4.4,1.03,18,4
"P1177",11,"15:00:49",0.9,-0.6,0.4,0.7,0.36,30,3
"P0206",6,"14:55:55",11,-1,0,10,4.7,7,10
"P0434",1,"15:01:03",4,-1,2,5,1.03,18,1
"P1177",12,"15:01:51",0.7,-0.5,1,1.2,1.03,18,1
"P1021",1,"15:02:02",4,-0.1,0,3.9,1.03,18,1
"P0434",2,"15:02:09",5,-2,4,7,1.03,18,2
"P0449",2,"15:02:29",4.4,-0.2,0,4.2,1.03,18,2
"P1177",13,"15:02:53",1.2,-0.2,0,1,1.03,18,1
"P0978",1,"15:02:44",4,-0.2,0.4,4.2,0.47,28,2
"P0434",3,"15:03:13",7,-2,0,5,8.53,19,2
"P1021",2,"15:03:14",3.9,-0.1,0,3.8,2.03,12,1
"P1177",14,"15:03:55",1,-0.6,0.4,0.8,0.34,32,3
"P0978",2,"15:03:47",4.2,-0.2,0.2,4.2,0.58,26,2
"P1021",3,"15:04:19",3.8,-0.1,0,3.7,2.03,12,1
"P1089",1,"15:04:34",4,-2,3,5,0.53,24,2
"P1089",2,"15:04:48",5,-2,0,3,0.53,24,2
"P1177",15,"15:04:57",0.8,-0.6,1,1.2,0.36,30,3
"P1089",3,"15:04:58",3,-2,3,4,0.53,24,2
"P0978",3,"15:05:00",4.2,-0.4,0.4,4.2,0.47,28,4
"P1089",4,"15:05:09",4,-2,3,5,0.53,24,2
"P1021",4,"15:05:29",3.7,-0.1,0,3.6,2.03,12,1
"P1177",16,"15:06:02",1.2,-0.5,0.7,1.4,0.52,28,3
"P1021",5,"15:06:35",3.6,-0.1,0,3.5,2.03,12,1
"P1177",17,"15:07:04",1.4,-0.8,0.4,1,0.19,36,5
"P1021",6,"15:07:41",3.5,-0.1,0,3.4,2.03,12,1
"P1177",18,"15:08:07",1,-0.4,0.8,1.4,0.53,27,2
"P1021",7,"15:08:46",3.4,-0.1,0,3.3,5.03,6,1
"P1177",19,"15:09:09",1.4,-0.5,0.5,1.4,0.15,36,5
"P1021",8,"15:09:52",3.3,-0.1,0.3,3.5,2.03,12,1
"P1177",20,"15:10:12",1.4,-0.5,0.4,1.3,0.15,36,5
"P1021",9,"15:10:57",3.5,-0.1,0.3,3.7,2.03,12,1
"P1177",21,"15:11:15",1.3,-0.4,0,0.9,0.47,28,2
"P0991",1,"15:11:25",4,-1,2,5,0.6,26,10
"P0630",1,"15:11:35",4,-0.5,0,3.5,1.03,18,1
"P1086",1,"15:11:40",4,-0.5,1,4.5,1.03,18,1
"P0991",2,"15:11:50",5,-1,1,5,0.47,28,4
"P1086",2,"15:11:51",4.5,-0.5,0,4,1.03,18,1
"P1021",10,"15:12:02",3.7,-0.1,0.3,3.9,2.03,12,1
"P1086",3,"15:12:02",4,-0.5,1,4.5,1.03,18,1
"P0985",1,"15:12:02",4,-1,0,3,1.03,18,1
"P0991",3,"15:12:07",5,-1,2,6,1.03,18,2
"P1177",22,"15:12:18",0.9,-0.2,0,0.7,1.03,18,1
"P1086",4,"15:12:15",4.5,-0.5,1,5,1.03,18,1
"P1086",5,"15:12:34",5,-0.5,1,5.5,1.03,18,1
"P0212",1,"15:12:37",4,-0.3,0.5,4.2,0.45,29,3
"P0887",1,"15:12:44",4,-1,2,5,1.03,18,1
"P0630",2,"15:12:42",3.5,-0.5,1,4,1.03,18,1
"P1086",6,"15:12:45",5.5,-0.5,1,6,1.03,18,1
"P0212",2,"15:12:56",4.2,-0.2,0.2,4.2,0.78,24,2
"P0266",1,"15:13:02",4,-2,4.5,6.5,0.71,27,3
"P1086",7,"15:13:03",6,-0.1,0,5.9,35.03,1,1
"P1086",8,"15:13:13",5.9,-0.1,0,5.8,35.03,1,1
"P0993",1,"15:13:32",4,-0.3,0.6,4.3,1.03,18,2
"P1177",23,"15:13:20",0.7,-0.2,0.4,0.9,1.03,18,2
"P0212",3,"15:13:21",4.2,-0.2,0.2,4.2,0.03,36,2
"P1086",9,"15:13:22",5.8,-0.1,0,5.7,35.03,1,1
"P0874",1,"15:12:42",4,-1.1,2.2,5.1,1.03,18,2
"P0212",4,"15:13:36",4.2,-0.1,0,4.1,1.03,18,1
"P1086",10,"15:13:45",5.7,-0.1,0,5.6,35.03,1,1
"P0212",5,"15:13:46",4.1,-0.1,0.2,4.2,1.03,18,1
"P0279",1,"15:13:48",4,-1,0,3,2.63,10,10
"P1086",11,"15:13:58",5.6,-0.1,0,5.5,35.03,1,1
"P1086",12,"15:14:10",5.5,-0.1,0,5.4,35.03,1,1
"P1177",24,"15:14:23",0.9,-0.3,0.6,1.2,1.03,18,3
"P1086",13,"15:14:22",5.4,-0.1,0,5.3,35.03,1,1
"P0993",2,"15:14:40",4.3,-0.4,0,3.9,1.03,18,2
"P0918",1,"15:14:30",4,-0.5,0,3.5,1.03,18,1
"P1086",14,"15:14:32",5.3,-0.1,0,5.2,35.03,1,1
"P0874",2,"15:13:52",5.1,-1.1,2.2,6.2,1.03,18,2
"P0050",1,"15:14:42",4,-0.1,0,3.9,35.03,1,1
"P0918",2,"15:14:44",3.5,-1,0,2.5,1.03,18,1
"P0323",1,"15:14:47",4,-0.5,0,3.5,1.03,18,1
"P1086",15,"15:14:49",5.2,-0.1,0,5.1,35.03,1,1
"P0918",3,"15:15:00",2.5,-2,0,0.5,1.03,18,2
"P1086",16,"15:15:00",5.1,-0.1,0,5,35.03,1,1
"P0323",2,"15:15:00",3.5,-0.5,0,3,1.03,18,1
"P1086",17,"15:15:11",5,-0.5,1,5.5,1.03,18,1
"P0266",2,"15:15:17",6.5,-2,1.8,6.3,0.61,36,7
"P1177",25,"15:15:25",1.2,-0.3,0,0.9,1.03,18,3
"P0993",3,"15:15:43",3.9,-0.4,0.4,3.9,0.58,26,2
"P0096",1,"15:15:51",4,-0.2,0.4,4.2,1.03,18,1
"P0752",1,"15:16:13",4,-0.1,0.2,4.1,1.03,18,1
"P0096",2,"15:16:22",4.2,-0.2,0,4,2.03,12,1
"P1177",26,"15:16:27",0.9,-0.4,0.4,0.9,0.47,28,2
"P0266",3,"15:16:26",6.3,-2,0.2,4.5,1.48,31,6
"P0752",2,"15:16:30",4.1,-0.1,0.2,4.2,1.03,18,1
"P1115",1,"15:16:30",4,-2,1.8,3.8,5.42,8,10
"P0993",4,"15:16:46",3.9,-0.4,0,3.5,1.03,18,2
"P0752",3,"15:16:42",4.2,-0.2,0,4,1.03,18,2
"P0096",3,"15:16:48",4,-0.2,0.6,4.4,2.03,12,1
"P0878",1,"15:20:02",4,-2,5,7,0.78,24,2
"P0752",4,"15:16:52",4,-0.1,0.2,4.1,1.03,18,1
"P1115",2,"15:16:55",3.8,-2,9,10.8,2.27,12,10
"P0752",5,"15:17:04",4.1,-0.2,0,3.9,1.03,18,2
"P0096",4,"15:17:15",4.4,-0.2,0.4,4.6,1.03,18,1
"P0752",6,"15:17:15",3.9,-0.1,0,3.8,1.03,18,1
"P1115",3,"15:17:20",10.8,-2,0,8.8,3.44,10,10
"P0266",4,"15:17:29",4.5,-2,0,2.5,2.09,13,10
"P1177",27,"15:17:34",0.9,-0.4,0.8,1.3,1.03,18,2
"P0096",5,"15:17:41",4.6,-0.2,0.6,5,2.03,12,1
"P1115",4,"15:17:49",8.8,-2,0,6.8,3.17,9,10
"P0993",5,"15:18:10",3.5,-0.5,0,3,1.03,18,3
"P0096",6,"15:18:10",5,-0.2,0,4.8,2.03,12,1
"P0878",2,"15:21:25",7,-2,3,8,0.53,24,3
"P1115",5,"15:18:17",6.8,-2,7.2,12,2.9,10,10
"P1086",18,"15:18:19",5.5,-1.5,4.5,8.5,2.03,12,3
"P1177",28,"15:18:36",1.3,-0.3,0,1,1.03,18,3
"P1086",19,"15:18:36",8.5,-1.5,0,7,1.03,18,2
"P0266",5,"15:18:36",2.5,-1,0,1.5,0.78,24,2
"P1115",6,"15:18:38",12,-2,7.2,17.2,2.9,10,10
"P1086",20,"15:18:51",7,-1,2,8,1.03,18,1
"P0993",6,"15:19:12",3,-0.7,1.4,3.7,1.03,18,2
"P1086",21,"15:19:01",8,-1,2,9,1.03,18,1
"P1086",22,"15:19:12",9,-1,0,8,1.03,18,1
"P0878",3,"15:22:29",8,-1,0,7,1.03,18,1
"P1086",23,"15:19:21",8,-1,2,9,1.03,18,1
"P0752",7,"15:19:30",3.8,-0.1,0.2,3.9,1.03,18,1
"P1086",24,"15:19:31",9,-1,0,8,1.03,18,1
"P0752",8,"15:19:40",3.9,-0.2,0,3.7,1.03,18,2
"P1086",25,"15:19:45",8,-1,0,7,1.03,18,1
"P0266",6,"15:19:46",1.5,-1.5,1.5,1.5,0.69,24,3
"P0752",9,"15:19:52",3.7,-0.1,0,3.6,1.03,18,1
"P0993",7,"15:20:16",3.7,-0.3,0.4,3.8,3.92,19,2
"P1086",26,"15:20:03",7,-1,2,8,1.03,18,1
"P1086",27,"15:20:13",8,-1,0,7,1.03,18,1
"P0878",4,"15:23:36",7,-1.5,2.5,8,0.36,30,3
"P0752",10,"15:20:46",3.6,-0.1,0.2,3.7,1.03,18,1
"P1086",28,"15:20:51",7,-1,0,6,1.03,18,1
"P0266",7,"15:20:54",1.5,-1.5,0,0,1.03,18,3
"P0752",11,"15:20:56",3.7,-0.2,0.4,3.9,1.03,18,2
"P1086",29,"15:21:02",6,-1,0,5,1.03,18,1
"P0993",8,"15:21:23",3.8,-0.3,0.4,3.9,3.92,19,2
"P0752",12,"15:21:08",3.9,-0.3,0.6,4.2,1.03,18,3
"P1086",30,"15:21:13",5,-2,0,3,1.03,18,2
"P0752",13,"15:21:19",4.2,-0.4,0.8,4.6,1.03,18,4
"P1086",31,"15:21:24",3,-1,2,4,1.03,18,1
"P0752",14,"15:21:30",4.6,-0.5,0,4.1,1.03,18,5
"P1086",32,"15:21:36",4,-1,2,5,1.03,18,1
"P0752",15,"15:21:42",4.1,-0.1,0,4,1.03,18,1
"P1115",7,"15:21:51",17.2,-2,0,15.2,2.63,10,10
"P1115",8,"15:22:15",15.2,-2,9,22.2,2.72,11,10
"P0993",9,"15:22:41",3.9,-0.3,0.4,4,3.92,19,2
"P0012",1,"15:22:28",4,-0.5,0,3.5,1.03,18,1
"P1177",29,"15:25:07",1,-0.4,0,0.6,1.03,18,2
"P0878",5,"15:28:35",8,-1,1.5,8.5,0.53,24,2
"P1177",30,"15:26:09",0.6,-0.4,0.4,0.6,0.53,27,3
"P0363",1,"15:26:48",4,-0.2,0,3.8,1.03,18,1
"P0363",2,"15:27:07",3.8,-0.2,0,3.6,1.03,18,1
"P1177",31,"15:27:13",0.6,-0.2,0,0.4,1.03,18,2
"P0363",3,"15:27:24",3.6,-0.2,0.4,3.8,1.03,18,1
"P0363",4,"15:27:53",3.8,-0.1,0.2,3.9,1.03,18,1
"P1177",32,"15:28:15",0.4,-0.1,0,0.3,1.03,18,1
"P0363",5,"15:28:40",3.9,-0.1,0,3.8,1.03,18,1
"P0363",6,"15:28:55",3.8,-0.1,0.2,3.9,1.03,18,1
"P0878",6,"15:32:14",8.5,-0.6,0.6,8.5,0.03,36,3
"P1177",33,"15:29:20",0.3,-0.2,0,0.1,1.03,18,1
"P0363",7,"15:29:40",3.9,-1,3,5.9,2.03,12,1
"P0999",1,"15:30:16",4,-1,2,5,1.03,18,2
"P0942",1,"15:30:18",4,-0.5,1,4.5,1.03,18,5
"P1103",1,"15:31:48",4,-0.5,1.5,5,2.03,12,1
"P0797",1,"15:31:52",4,-1,1,4,0.47,28,2
"P0115",1,"15:31:53",4,-0.1,0.2,4.1,1.03,18,1
"P0999",2,"15:32:03",5,-2,4,7,1.03,18,3
"P0797",2,"15:32:07",4,-1,2,5,0.58,26,2
"P0115",2,"15:32:09",4.1,-0.1,0.2,4.2,1.03,18,1
"P1103",2,"15:32:22",5,-0.2,0.6,5.4,2.03,12,1
"P0797",3,"15:32:26",5,-1,1.5,5.5,0.53,24,2
"P0115",3,"15:32:25",4.2,-0.1,0.2,4.3,1.03,18,1
"P0797",4,"15:32:40",5.5,-0.5,1,6,1.03,18,1
"P0115",4,"15:32:37",4.3,-0.1,0.2,4.4,1.03,18,1
"P1174",1,"15:32:47",4,-1,2,5,1.03,18,1
"P0115",5,"15:32:49",4.4,-0.1,0.2,4.5,1.03,18,1
"P0385",1,"15:32:54",4,-1,2,5,1.03,18,1
"P0797",5,"15:32:57",6,-0.5,0,5.5,1.03,18,1
"P1103",3,"15:32:58",5.4,-0.4,0.4,5.4,0.03,36,2
"P0759",1,"15:32:58",4,-0.5,0,3.5,2.03,12,5
"P1103",4,"15:33:28",5.4,-0.2,0,5.2,2.03,12,1
"P1118",1,"15:33:33",4,-1,0,3,0.53,24,2
"P1103",5,"15:33:53",5.2,-0.2,0,5,2.03,12,1
"P0759",2,"15:34:01",3.5,-0.5,0,3,4.91,16,5
"P1103",6,"15:34:13",5,-0.1,0,4.9,2.03,12,1
"P1103",7,"15:34:37",4.9,-0.1,0.2,5,1.03,18,1
"P1118",2,"15:34:38",3,-1,0,2,0.53,24,2
"P0342",1,"15:34:44",4,-0.5,0,3.5,8.03,4,1
"P1103",8,"15:35:00",5,-0.2,0.4,5.2,1.03,18,1
"P0759",3,"15:35:07",3,-2,4,5,1.03,18,2
"P1103",9,"15:35:17",5.2,-0.2,0,5,1.03,18,1
"P0385",2,"15:35:19",5,-1,2,6,1.03,18,1
"P0999",3,"15:35:37",7,-2,0,5,1.03,18,2
"P1103",10,"15:35:41",5,-0.2,0.4,5.2,1.03,18,1
"P1043",1,"15:35:44",4,-0.1,0,3.9,1.03,18,1
"P1118",3,"15:35:45",2,-0.4,0,1.6,0.53,24,2
"P0342",2,"15:35:52",3.5,-0.5,0,3,8.03,4,1
"P1103",11,"15:35:58",5.2,-0.2,0,5,1.03,18,1
"P0115",6,"15:36:09",4.5,-0.1,0.2,4.6,1.03,18,1
"P1103",12,"15:36:20",5,-0.5,1,5.5,1.03,18,1
"P1103",13,"15:36:36",5.5,-0.5,0,5,1.03,18,1
"P0280",1,"15:36:37",4,-0.5,0,3.5,1.03,18,1
"P0280",2,"15:36:48",3.5,-1,2,4.5,1.03,18,1
"P1118",4,"15:36:51",1.6,-0.4,0,1.2,0.53,24,2
"P1043",2,"15:36:56",3.9,-0.1,0,3.8,1.03,18,1
"P0115",7,"15:36:49",4.6,-0.1,0.2,4.7,1.03,18,1
"P0280",3,"15:37:00",4.5,-0.5,0,4,1.03,18,1
"P0385",3,"15:37:06",6,-2,0,4,1.03,18,2
"P0115",8,"15:37:03",4.7,-0.1,0.2,4.8,1.03,18,1
"P0280",4,"15:37:11",4,-1,2,5,1.03,18,1
"P0406",1,"15:37:12",4,-0.2,0,3.8,2.03,12,1
"P0280",5,"15:37:22",5,-0.5,1,5.5,1.03,18,1
"P0973",1,"15:37:24",4,-0.2,0.3,4.1,0.53,24,2
"P0115",9,"15:37:24",4.8,-0.1,0,4.7,1.03,18,1
"P0280",6,"15:37:33",5.5,-0.5,0,5,1.03,18,1
"P0973",2,"15:37:42",4.1,-0.1,0.2,4.2,1.03,18,1
"P0115",10,"15:37:36",4.7,-0.2,0.4,4.9,1.03,18,1
"P0280",7,"15:37:44",5,-1,2,6,1.03,18,1
"P0973",3,"15:37:54",4.2,-0.1,0.2,4.3,1.03,18,1
"P0115",11,"15:37:49",4.9,-0.1,0,4.8,1.03,18,1
"P0280",8,"15:37:59",6,-0.5,0,5.5,1.03,18,1
"P1118",5,"15:37:57",1.2,-0.4,0.6,1.4,0.53,24,2
"P0115",12,"15:38:01",4.8,-0.2,0.4,5,1.03,18,1
"P0280",9,"15:38:11",5.5,-1,0,4.5,1.03,18,1
"P0983",1,"15:38:14",4,-0.4,0,3.6,1.03,18,4
"P0973",4,"15:38:15",4.3,-0.5,0,3.8,1.03,18,1
"P0280",10,"15:38:23",4.5,-2,0,2.5,1.03,18,2
"P0983",2,"15:38:27",3.6,-0.1,0.2,3.7,1.03,18,1
"P0115",13,"15:38:19",5,-0.1,0,4.9,1.03,18,1
"P0280",11,"15:38:35",2.5,-2,0,0.5,1.03,18,2
"P0385",4,"15:38:36",4,-1,0,3,1.03,18,1
"P0983",3,"15:38:38",3.7,-0.1,0,3.6,1.03,18,1
"P0115",14,"15:38:31",4.9,-0.2,0.4,5.1,1.03,18,1
"P0280",12,"15:38:46",0.5,-0.5,0,0,1.03,18,1
"P0983",4,"15:38:52",3.6,-0.1,0.2,3.7,1.03,18,1
"P0115",15,"15:38:46",5.1,-0.1,0.2,5.2,1.03,18,1
"P1118",6,"15:39:01",1.4,-0.4,0,1,0.53,24,2
"P0983",5,"15:39:02",3.7,-0.1,0.2,3.8,1.03,18,1
"P0115",16,"15:39:03",5.2,-0.1,0,5.1,1.03,18,1
"P0983",6,"15:39:18",3.8,-0.1,0,3.7,1.03,18,1
"P0115",17,"15:39:17",5.1,-0.2,0,4.9,1.03,18,1
"P0115",18,"15:39:35",4.9,-0.4,0,4.5,1.03,18,2
"P0115",19,"15:39:48",4.5,-0.5,1,5,1.03,18,1
"P0385",5,"15:40:05",3,-1,0,2,1.03,18,1
"P0115",20,"15:40:14",5,-0.1,0.2,5.1,1.03,18,1
"P0115",21,"15:40:30",5.1,-0.1,0.2,5.2,1.03,18,1
"P0115",22,"15:40:47",5.2,-0.1,0,5.1,1.03,18,1
"P0115",23,"15:40:59",5.1,-0.2,0,4.9,1.03,18,1
"P0115",24,"15:41:13",4.9,-0.4,0,4.5,1.03,18,2
"P0115",25,"15:41:25",4.5,-0.5,1,5,1.03,18,1
"P0115",26,"15:42:00",5,-0.1,0.2,5.1,1.03,18,1
"P0973",5,"15:42:14",3.8,-0.2,0.4,4,1.03,18,1
"P0115",27,"15:42:11",5.1,-0.1,0.2,5.2,1.03,18,1
"P0973",6,"15:42:37",4,-1,0,3,1.03,18,1
"P0983",7,"15:42:47",3.7,-0.1,0.2,3.8,1.03,18,1
"P0973",7,"15:42:48",3,-2,4,5,1.03,18,2
"P0983",8,"15:43:03",3.8,-0.1,0,3.7,1.03,18,1
"P0973",8,"15:43:13",5,-1,0,4,2.03,12,1
"P0973",9,"15:43:26",4,-1,2,5,1.03,18,1
"P0983",9,"15:43:31",3.7,-0.1,0,3.6,1.03,18,1
"P0973",10,"15:43:38",5,-1,2,6,1.03,18,1
"P0983",10,"15:43:43",3.6,-0.1,0.2,3.7,1.03,18,1
"P0983",11,"15:43:56",3.7,-0.1,0.2,3.8,1.03,18,1
"P0973",11,"15:43:55",6,-1,2,7,1.03,18,1
"P0983",12,"15:44:09",3.8,-0.1,0,3.7,1.03,18,1
"P0973",12,"15:44:14",7,-1,2,8,1.03,18,1
"P0983",13,"15:44:23",3.7,-0.1,0.2,3.8,1.03,18,1
"P0973",13,"15:44:27",8,-1,2,9,1.03,18,1
"P0983",14,"15:44:42",3.8,-0.1,0.3,4,2.03,12,1
"P0983",15,"15:44:55",4,-0.1,0,3.9,2.03,12,1
"P0983",16,"15:45:09",3.9,-0.1,0.3,4.1,2.03,12,1
"P0983",17,"15:45:21",4.1,-0.1,0.3,4.3,2.03,12,1
"P0983",18,"15:45:34",4.3,-0.1,0,4.2,1.03,18,1
"P0115",28,"15:45:33",5.2,-0.1,0.2,5.3,1.03,18,1
"P0983",19,"15:45:50",4.2,-0.1,0,4.1,2.03,12,1
"P0115",29,"15:45:46",5.3,-0.1,0.2,5.4,1.03,18,1
"P0983",20,"15:46:04",4.1,-0.1,0.3,4.3,2.03,12,1
"P0115",30,"15:45:57",5.4,-0.1,0.2,5.5,1.03,18,1
"P0983",21,"15:46:18",4.3,-0.2,0,4.1,2.03,12,2
"P0115",31,"15:46:08",5.5,-0.1,0,5.4,1.03,18,1
"P0983",22,"15:46:31",4.1,-0.1,0,4,2.03,12,1
"P0115",32,"15:46:22",5.4,-0.2,0.4,5.6,1.03,18,1
"P0115",33,"15:46:34",5.6,-0.1,0,5.5,1.03,18,1
"P0115",34,"15:46:46",5.5,-0.2,0,5.3,1.03,18,1
"P0115",35,"15:46:58",5.3,-0.4,0.8,5.7,1.03,18,2
"P0115",36,"15:47:14",5.7,-0.1,0,5.6,1.03,18,1
"P0115",37,"15:47:26",5.6,-0.2,0,5.4,1.03,18,1
"P0983",23,"15:47:48",4,-0.1,0,3.9,2.03,12,1
"P0115",38,"15:47:38",5.4,-0.4,0,5,1.03,18,2
"P0983",24,"15:48:06",3.9,-0.2,0,3.7,10.28,12,2
"P0115",39,"15:47:51",5,-1,0,4,1.03,18,1
"P0983",25,"15:48:19",3.7,-0.1,0,3.6,2.03,12,1
"P0983",26,"15:48:31",3.6,-0.1,0.3,3.8,2.03,12,1
"P0115",40,"15:48:18",4,-2,4,6,1.03,18,2
"P0983",27,"15:48:43",3.8,-0.1,0,3.7,2.03,12,1
"P0983",28,"15:48:54",3.7,-0.1,0.3,3.9,2.03,12,1
"P0115",41,"15:48:50",6,-0.1,0.2,6.1,1.03,18,1
"P0983",29,"15:49:07",3.9,-0.1,0,3.8,2.03,12,1
"P0115",42,"15:49:26",6.1,-0.1,0,6,1.03,18,1
"P0983",30,"15:49:45",3.8,-0.1,0,3.7,2.03,12,1
"P1118",7,"15:51:00",1,-0.2,0,0.8,0.53,24,2
"P0983",31,"15:51:10",3.7,-0.1,0.3,3.9,2.03,12,1
"P0983",32,"15:51:25",3.9,-0.1,0.3,4.1,2.03,12,1
"P0845",1,"15:51:34",4,-1,0,3,1.03,18,10
"P0845",2,"15:51:49",3,-1,2,4,1.03,18,10
"P1118",8,"15:52:04",0.8,-0.4,0.6,1,0.53,24,4
"P0983",33,"15:52:59",4.1,-0.1,0,4,2.03,12,1
"P1118",9,"15:53:08",1,-1,1.5,1.5,0.53,24,2
"P0983",34,"15:53:14",4,-0.1,0,3.9,2.03,12,1
"P1118",10,"15:54:14",1.5,-1,1.5,2,0.53,24,2
"P0983",35,"15:54:23",3.9,-0.1,0,3.8,2.03,12,1
"P0983",36,"15:54:34",3.8,-0.1,0,3.7,2.03,12,1
"P0983",37,"15:54:46",3.7,-0.1,0.3,3.9,2.03,12,1
"P0983",38,"15:54:59",3.9,-0.1,0.3,4.1,2.03,12,1
"P1118",11,"15:55:19",2,-1,1.5,2.5,0.53,24,2
"P0983",39,"15:55:29",4.1,-0.2,0.3,4.2,0.53,24,2
"P0983",40,"15:55:59",4.2,-0.2,0.3,4.3,0.53,24,2
"P1118",12,"15:56:26",2.5,-1,1.5,3,0.53,24,2
"P0983",41,"15:56:33",4.3,-0.2,0,4.1,0.53,24,2
"P0983",42,"15:57:01",4.1,-0.2,0.3,4.2,0.53,24,2
"P0983",43,"15:57:23",4.2,-0.2,0.3,4.3,0.53,24,2
"P1118",13,"15:57:33",3,-1,1.5,3.5,0.53,24,2
"P0983",44,"15:57:53",4.3,-0.4,0,3.9,0.53,24,2
"P0983",45,"15:58:07",3.9,-0.2,0,3.7,0.53,24,2
"P0983",46,"15:58:22",3.7,-0.2,0.3,3.8,0.53,24,2
"P0983",47,"15:58:38",3.8,-0.2,0,3.6,0.53,24,2
"P1118",14,"15:58:41",3.5,-1,1.5,4,0.53,24,2
"P0983",48,"16:00:52",3.6,-0.2,0,3.4,0.53,24,2
"P0983",49,"16:01:07",3.4,-0.1,0,3.3,2.03,12,1
"P0983",50,"16:01:23",3.3,-0.1,0,3.2,2.03,12,1
"P0983",51,"16:01:37",3.2,-0.1,0,3.1,2.03,12,1
"P0983",52,"16:01:53",3.1,-0.1,0.3,3.3,2.03,12,1
"P0983",53,"16:02:10",3.3,-0.1,0,3.2,2.03,12,1
"P0983",54,"16:02:23",3.2,-0.2,0,3,0.53,24,2
"P0983",55,"16:02:42",3,-0.1,0,2.9,2.03,12,1
"P0983",56,"16:02:53",2.9,-0.1,0,2.8,2.03,12,1
"P0983",57,"16:03:05",2.8,-0.1,0,2.7,2.03,12,1
"P0983",58,"16:03:17",2.7,-0.1,0.3,2.9,2.03,12,1
"P0983",59,"16:03:29",2.9,-0.1,0,2.8,2.03,12,1
"P0983",60,"16:04:41",2.8,-0.1,0,2.7,2.03,12,1
"P0983",61,"16:05:10",2.7,-0.1,0,2.6,2.03,12,1
"P0983",62,"16:05:23",2.6,-0.1,0.3,2.8,2.03,12,1
"P0983",63,"16:05:36",2.8,-0.2,0,2.6,2.03,12,2
"P0983",64,"16:05:51",2.6,-0.2,0,2.4,2.03,12,2
"P0983",65,"16:06:05",2.4,-0.2,0.6,2.8,2.03,12,2
"P0983",66,"16:06:30",2.8,-0.1,0,2.7,2.03,12,1
"P0983",67,"16:06:43",2.7,-0.2,0,2.5,2.03,12,2
"P0983",68,"16:07:26",2.5,-0.2,0.6,2.9,2.03,12,2
"P0983",69,"16:07:45",2.9,-0.2,0,2.7,2.03,12,2
"P0983",70,"16:07:59",2.7,-0.1,0,2.6,2.03,12,1
"P0983",71,"16:08:19",2.6,-0.1,0,2.5,2.03,12,1
"P0983",72,"16:08:37",2.5,-0.2,0,2.3,2.03,12,2
"P0983",73,"16:08:51",2.3,-0.3,0.9,2.9,2.03,12,3
"P0983",74,"16:09:05",2.9,-0.1,0,2.8,2.03,12,1
"P0983",75,"16:09:20",2.8,-0.1,0,2.7,2.03,12,1
"P0983",76,"16:09:35",2.7,-0.3,0,2.4,2.03,12,3
"P0983",77,"16:09:48",2.4,-0.3,0,2.1,2.03,12,3
"P0983",78,"16:10:18",2.1,-1,0,1.1,2.03,12,1
"P0983",79,"16:10:37",1.1,-0.5,0,0.6,2.03,12,1
"P0983",80,"16:10:51",0.6,-0.5,0,0.1,2.03,12,1
"P0983",81,"16:11:06",0.1,-0.1,0,0,2.03,12,1
"P0223",1,"17:27:08",4,-1,0,3,1.03,18,1
"P0223",2,"17:28:15",3,-1,2,4,1.03,18,1
"P1157",1,"17:10:31",4,-1,0,3,1.03,18,2
"P0042",1,"17:10:47",4,-1,0,3,1.04,21,10
"P1157",2,"17:11:36",3,-1,0,2,0.71,24,5
"P0077",1,"17:11:48",4,-0.2,0.4,4.2,1.03,18,1
"P0077",2,"17:11:59",4.2,-0.2,0.4,4.4,1.03,18,1
"P0077",3,"17:12:10",4.4,-1,0,3.4,1.03,18,1
